Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
White,No,No,No,Married,No,No,Yes,No,Male,1 to 5,YearsSchool <= 8.00,More than 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,Married,Yes,Yes,Yes,No,Male,NO,YearsSchool > 11.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,No,Yes,No,No,Male,NO,YearsSchool > 11.00,NO,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,Married,Yes,Yes,No,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,Yes,Yes,No,Yes,No,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,More than 5,Age > 33.00,MonthsServed > 24.00,No more crimes
Black,No,Yes,Yes,No,Yes,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,Married,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,Yes,No,Yes,No,No,No,Yes,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,No,Yes,Yes,No,Yes,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,Yes,Yes,No,Yes,Yes,Yes,No,Male,NO,YearsSchool <= 8.00,1 to 5,Age > 33.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,Yes,No,Yes,No,Yes,Yes,No,No,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
Black,Yes,Yes,Yes,No,No,No,Yes,No,Male,NO,YearsSchool <= 8.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,Yes,No,Yes,Married,No,Yes,No,No,Male,NO,YearsSchool <= 8.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Female,NO,10.00 < YearsSchool <= 11.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,No more crimes
White,Yes,No,No,Married,No,Yes,No,No,Male,More than 5,YearsSchool <= 8.00,NO,Age > 33.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,No,No,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,Married,Yes,No,Yes,No,Male,1 to 5,YearsSchool > 11.00,More than 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
Black,No,Yes,No,No,No,No,No,No,Male,More than 5,YearsSchool > 11.00,More than 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,Yes,No,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,More than 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,Married,Yes,Yes,No,Yes,Male,1 to 5,YearsSchool <= 8.00,1 to 5,Age > 33.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,No,No,Yes,Yes,No,Male,1 to 5,YearsSchool <= 8.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,No,No,No,No,Yes,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,Yes,No,Yes,Yes,No,Yes,Male,NO,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
White,No,No,Yes,Married,No,No,Yes,No,Male,NO,YearsSchool > 11.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,Yes,No,Yes,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,Age <= 21.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,No,Yes,No,No,Female,NO,10.00 < YearsSchool <= 11.00,1 to 5,21.00 < Age <= 26.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,No,No,Yes,No,No,Male,More than 5,YearsSchool <= 8.00,1 to 5,Age > 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,Yes,No,Yes,Married,No,Yes,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,Yes,Yes,Married,No,No,No,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,No,Yes,No,Yes,No,Male,NO,YearsSchool <= 8.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,No,No,Yes,Married,No,No,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
White,No,Yes,Yes,No,Yes,Yes,No,Yes,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
Black,Yes,No,Yes,No,No,No,No,No,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,No,Yes,No,No,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Female,NO,10.00 < YearsSchool <= 11.00,NO,Age > 33.00,MonthsServed <= 4.00,Re-arrested
Black,No,No,Yes,No,No,No,No,No,Male,NO,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,Married,Yes,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,More than 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,No,Yes,No,No,No,Yes,No,No,Male,More than 5,YearsSchool <= 8.00,1 to 5,Age > 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,More than 5,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
Black,No,No,No,No,No,Yes,No,No,Male,1 to 5,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,Married,Yes,No,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,Age > 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,Married,No,Yes,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,More than 5,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
Black,No,Yes,Yes,Married,Yes,No,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
White,No,No,No,No,No,No,No,No,Female,NO,YearsSchool <= 8.00,NO,Age <= 21.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Female,NO,8.00 < YearsSchool <= 10.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
White,No,No,Yes,No,No,No,Yes,No,Male,NO,YearsSchool <= 8.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,No,No,No,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
Black,No,No,No,No,Yes,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,No,No,Yes,Married,No,No,No,No,Male,NO,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,Yes,No,No,Yes,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
White,No,No,Yes,No,No,No,Yes,No,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed <= 4.00,Re-arrested
Black,Yes,No,Yes,No,Yes,Yes,Yes,No,Male,More than 5,10.00 < YearsSchool <= 11.00,NO,Age > 33.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,Married,No,Yes,No,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,Married,No,No,No,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
White,Yes,Yes,Yes,No,Yes,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,Yes,No,No,No,No,Yes,Yes,No,Male,1 to 5,YearsSchool <= 8.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,Yes,No,Yes,No,Yes,Yes,No,Yes,Male,NO,YearsSchool <= 8.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,No,No,Yes,No,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age > 33.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,YearsSchool <= 8.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,No,Yes,No,No,Yes,Male,1 to 5,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed > 24.00,Re-arrested
Black,Yes,No,Yes,No,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,More than 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,No,No,No,Yes,Male,More than 5,YearsSchool <= 8.00,NO,Age > 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,No,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,Age <= 21.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,More than 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,No,No,Yes,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,Yes,No,Yes,No,Yes,No,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,No,Yes,No,Yes,No,Female,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,Yes,No,Yes,No,No,No,No,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,Age > 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,Yes,Yes,Yes,No,No,No,No,No,Male,NO,YearsSchool <= 8.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,No,Yes,No,No,Yes,Male,NO,YearsSchool > 11.00,NO,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,No,No,Yes,No,No,Male,NO,YearsSchool > 11.00,1 to 5,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
White,Yes,No,Yes,Married,No,Yes,No,No,Male,1 to 5,YearsSchool <= 8.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,Yes,No,No,Yes,No,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
White,No,No,Yes,No,No,Yes,No,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,No,Yes,No,Yes,Male,NO,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
White,No,No,Yes,No,Yes,No,Yes,No,Male,NO,YearsSchool <= 8.00,More than 5,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
Black,No,No,Yes,Married,No,Yes,No,No,Male,NO,YearsSchool > 11.00,NO,Age > 33.00,MonthsServed > 24.00,No more crimes
White,No,No,No,No,No,No,No,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,Yes,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,Yes,Yes,No,No,No,No,No,No,Male,1 to 5,YearsSchool <= 8.00,More than 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,No,No,Yes,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
Black,Yes,No,Yes,No,No,No,No,Yes,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,Yes,No,No,Yes,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,No,Yes,No,Yes,No,Female,NO,YearsSchool <= 8.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,No more crimes
White,Yes,Yes,Yes,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,No,No,Yes,No,Yes,No,No,No,Male,More than 5,8.00 < YearsSchool <= 10.00,More than 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
White,Yes,No,No,No,No,No,Yes,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,Yes,No,Yes,No,Male,1 to 5,YearsSchool > 11.00,More than 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,Yes,No,Yes,No,Male,1 to 5,YearsSchool <= 8.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,No,No,No,No,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,NO,21.00 < Age <= 26.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,Married,Yes,No,Yes,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,Married,No,Yes,No,No,Male,UNKNOWN,YearsSchool <= 8.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,Re-arrested
White,Yes,No,No,Married,No,No,Yes,No,Male,UNKNOWN,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed <= 4.00,Re-arrested
White,Yes,Yes,No,No,Yes,No,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,Age <= 21.00,MonthsServed <= 4.00,No more crimes
Black,No,No,No,Married,Yes,No,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,Re-arrested
Black,No,No,Yes,No,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,No,Yes,No,Yes,No,Male,NO,YearsSchool <= 8.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,Yes,No,Yes,No,Male,NO,YearsSchool > 11.00,NO,Age <= 21.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,Yes,No,Yes,No,Male,1 to 5,YearsSchool <= 8.00,More than 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,Yes,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,More than 5,Age <= 21.00,MonthsServed > 24.00,Re-arrested
Black,No,No,No,No,No,Yes,No,No,Male,NO,10.00 < YearsSchool <= 11.00,More than 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,No,No,No,Yes,No,No,Male,More than 5,YearsSchool <= 8.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Male,NO,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,No,No,No,Yes,No,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,Yes,No,No,Married,No,Yes,No,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,Married,No,No,Yes,No,Female,NO,YearsSchool > 11.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,No,No,Yes,No,No,No,No,Yes,Male,NO,YearsSchool > 11.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
White,No,Yes,Yes,No,No,No,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,21.00 < Age <= 26.00,MonthsServed > 24.00,No more crimes
Black,Yes,No,No,No,No,No,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,Yes,No,Yes,No,Yes,Yes,No,Yes,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,No more crimes
Black,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Female,NO,8.00 < YearsSchool <= 10.00,NO,21.00 < Age <= 26.00,MonthsServed <= 4.00,No more crimes
White,No,Yes,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,Yes,Yes,Yes,No,Yes,No,No,No,Male,NO,YearsSchool > 11.00,NO,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
White,No,Yes,Yes,No,No,No,Yes,No,Female,1 to 5,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,Yes,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,More than 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,No,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool > 11.00,1 to 5,26.00 < Age <= 33.00,MonthsServed > 24.00,Re-arrested
Black,No,No,Yes,No,No,No,No,No,Male,1 to 5,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed <= 4.00,Re-arrested
White,Yes,No,No,No,Yes,No,No,No,Female,NO,YearsSchool <= 8.00,NO,26.00 < Age <= 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,No,Married,No,No,No,No,Male,UNKNOWN,YearsSchool > 11.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,Married,Yes,Yes,Yes,No,Male,NO,YearsSchool > 11.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,No more crimes
Black,Yes,Yes,Yes,No,No,No,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,No,No,Yes,No,No,No,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,NO,Age <= 21.00,MonthsServed <= 4.00,No more crimes
White,No,No,Yes,No,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,4.00 < MonthsServed <= 9.00,No more crimes
White,No,No,Yes,No,No,Yes,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,No,Yes,Married,No,No,No,No,Male,NO,YearsSchool <= 8.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,NO,YearsSchool > 11.00,1 to 5,Age > 33.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,No,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,No,No,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,4.00 < MonthsServed <= 9.00,No more crimes
White,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,No,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,26.00 < Age <= 33.00,MonthsServed <= 4.00,No more crimes
White,No,No,Yes,Married,Yes,No,No,Yes,Male,NO,YearsSchool > 11.00,1 to 5,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,No more crimes
White,No,Yes,No,Married,Yes,No,No,Yes,Male,1 to 5,8.00 < YearsSchool <= 10.00,More than 5,26.00 < Age <= 33.00,MonthsServed > 24.00,No more crimes
White,No,No,Yes,Married,No,Yes,No,No,Male,1 to 5,YearsSchool <= 8.00,NO,Age > 33.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,No,Yes,Yes,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,No,No,No,No,Yes,No,Male,UNKNOWN,8.00 < YearsSchool <= 10.00,1 to 5,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
White,No,No,Yes,No,No,Yes,No,No,Male,1 to 5,YearsSchool > 11.00,NO,Age > 33.00,MonthsServed <= 4.00,No more crimes
Black,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool > 11.00,NO,21.00 < Age <= 26.00,4.00 < MonthsServed <= 9.00,Re-arrested
Black,No,No,Yes,No,Yes,No,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,More than 5,21.00 < Age <= 26.00,MonthsServed > 24.00,Re-arrested
White,No,No,Yes,Married,No,Yes,No,No,Male,1 to 5,YearsSchool > 11.00,NO,Age > 33.00,4.00 < MonthsServed <= 9.00,No more crimes
White,Yes,Yes,No,Married,Yes,Yes,Yes,No,Male,1 to 5,YearsSchool <= 8.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,Re-arrested
White,No,No,Yes,No,Yes,Yes,Yes,No,Male,1 to 5,10.00 < YearsSchool <= 11.00,NO,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,Yes,Yes,Yes,No,No,No,No,No,Male,1 to 5,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,9.00 < MonthsServed <= 24.00,No more crimes
White,Yes,No,Yes,Married,Yes,Yes,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,Re-arrested
Black,No,No,Yes,Married,No,Yes,No,No,Male,More than 5,YearsSchool <= 8.00,1 to 5,Age > 33.00,MonthsServed > 24.00,Re-arrested
Black,Yes,Yes,No,No,No,No,No,No,Male,NO,8.00 < YearsSchool <= 10.00,1 to 5,21.00 < Age <= 26.00,9.00 < MonthsServed <= 24.00,No more crimes
Black,No,No,Yes,No,No,No,Yes,No,Male,NO,8.00 < YearsSchool <= 10.00,NO,Age <= 21.00,MonthsServed <= 4.00,Re-arrested
White,No,No,Yes,No,Yes,No,No,No,Male,NO,YearsSchool <= 8.00,NO,Age > 33.00,MonthsServed > 24.00,No more crimes
Black,No,No,No,No,No,Yes,Yes,No,Male,NO,10.00 < YearsSchool <= 11.00,1 to 5,26.00 < Age <= 33.00,9.00 < MonthsServed <= 24.00,No more crimes
