Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Age <= 28.00,Private,High School grad,Never-Married,Professional,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Separated,Admin,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Dropout,Married,Service,Husband,White,Male,None,None,Hours per week <= 40.00,South-America,"Less than $50,000"
Age > 48.00,State-gov,Associates,Married,Professional,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,State-gov,Dropout,Never-Married,Blue-Collar,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Never-Married,Service,Unmarried,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Married,Admin,Husband,White,Male,None,None,Hours per week <= 40.00,?,"More than $50,000"
37.00 < Age <= 48.00,Private,Associates,Married,Professional,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Local-gov,Masters,Married,Professional,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Separated,Professional,Unmarried,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Admin,Wife,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,?,High School grad,Widowed,?,Not-in-family,White,Female,None,None,Hours per week <= 40.00,Euro_1,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Private,Bachelors,Never-Married,Service,Not-in-family,Asian-Pac-Islander,Female,None,None,Hours per week <= 40.00,Other,"More than $50,000"
Age > 48.00,State-gov,Doctorate,Married,White-Collar,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age > 48.00,State-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,Low,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age <= 28.00,?,High School grad,Never-Married,?,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Sales,Husband,White,Male,None,Low,Hours per week > 45.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,Low,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Service,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Local-gov,Masters,Never-Married,Professional,Own-child,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age > 48.00,?,Masters,Married,?,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,Associates,Married,Service,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Service,Husband,Black,Male,None,None,Hours per week <= 40.00,Latin-America,"Less than $50,000"
28.00 < Age <= 37.00,Federal-gov,Associates,Separated,White-Collar,Unmarried,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,?,High School grad,Never-Married,?,Own-child,Asian-Pac-Islander,Male,None,None,Hours per week <= 40.00,China,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Federal-gov,High School grad,Never-Married,Admin,Not-in-family,Black,Female,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-inc,Prof-School,Married,White-Collar,Wife,White,Female,None,High,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Sales,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Husband,Black,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,State-gov,Masters,Never-Married,Professional,Not-in-family,Asian-Pac-Islander,Male,None,None,Hours per week <= 40.00,Other,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Federal-gov,High School grad,Separated,Professional,Unmarried,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Prof-School,Married,Professional,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,None,Low,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Wife,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Associates,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Associates,Never-Married,Sales,Unmarried,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Local-gov,High School grad,Separated,Professional,Own-child,White,Female,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Married,Admin,Wife,White,Female,Low,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Local-gov,Associates,Separated,White-Collar,Not-in-family,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Federal-gov,High School grad,Widowed,White-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,?,High School grad,Never-Married,?,Own-child,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Associates,Married,Admin,Wife,Black,Female,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age > 48.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Local-gov,Associates,Married,Other,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Federal-gov,Doctorate,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week > 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Dropout,Married,Admin,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,State-gov,Bachelors,Separated,Professional,Not-in-family,Black,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age > 48.00,Local-gov,Bachelors,Separated,White-Collar,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
Age > 48.00,Local-gov,Doctorate,Married,Professional,Wife,Black,Female,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,Masters,Married,Professional,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,Low,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hours per week <= 40.00,Latin-America,"Less than $50,000"
28.00 < Age <= 37.00,Private,Masters,Married,White-Collar,Husband,White,Male,None,None,Hours per week > 45.00,South-America,"More than $50,000"
Age <= 28.00,?,High School grad,Never-Married,?,Own-child,White,Male,None,Low,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Service,Own-child,White,Female,Low,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,Hours per week <= 40.00,?,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Separated,White-Collar,Not-in-family,White,Male,None,None,Hours per week > 45.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Admin,Own-child,Black,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,State-gov,Masters,Married,Professional,Husband,White,Male,High,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,High School grad,Never-Married,Admin,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
37.00 < Age <= 48.00,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week > 45.00,United-States,"More than $50,000"
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,Hours per week <= 40.00,United-States,"Less than $50,000"
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,Hours per week <= 40.00,United-States,"More than $50,000"
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,White,Male,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50,000"
